M,source_type,grouping_strategy,baseline_type,result_type,eta_mean,eta_std,eta_min,eta_max,M_res_mean,M_res_std,M_res_min,M_res_max,r_res_pos,P_group_mean,P_base_mean,r_cert_pos
32,dirichlet,random,pgm_fixed_global,approximate,0.06708184965401313,0.0006658458215218114,0.06642529541790351,0.06771802003972335,-1.9217229739715849,0.01491409835312664,-1.9388649677654426,-1.9024614087506357,0.0,0.9984374177876589,0.9844190540584807,
32,near_uniform,overlap_aware,equal_support,approximate,0.06624812758573863,5.977049682406381e-06,0.06624390117337671,0.06625235399810055,-2.0062780862139196,8.965574523633123e-05,-2.006341482399349,-2.0062146900284907,0.0,0.9999999999999998,0.9999999999999998,
32,near_uniform,overlap_aware,pgm_fixed_global,approximate,0.06624812758573863,5.977049682426008e-06,0.0662439011733767,0.06625235399810056,-2.0062780862139196,8.965574523633123e-05,-2.006341482399349,-2.0062146900284907,0.0,0.9999999999999998,0.9999999999999998,
32,near_uniform,overlap_aware,random_support,approximate,0.06598009140726843,1.4997493120450654e-05,0.06596948657818216,0.0659906962363547,-1.4895048284571268,0.07737681900409292,-1.544218501881565,-1.4347911550326886,0.0,0.9959476196613356,0.8264020665220512,
32,near_uniform,probability_aware,pgm_fixed_global,approximate,0.06624812758573863,5.977049682426008e-06,0.0662439011733767,0.06625235399810056,-2.0062780862139196,8.965574523633123e-05,-2.006341482399349,-2.0062146900284907,0.0,0.9999999999999998,0.9999999999999998,
32,near_uniform,random,pgm_fixed_global,approximate,0.06624732987107218,5.146281703112901e-06,0.06624369090038201,0.06625096884176235,-2.0062900519339166,7.7194225546615e-05,-2.0063446364942688,-2.006235467373564,0.0,0.9999999999999998,0.9999999999999998,
32,strong_skew,overlap_aware,equal_support,approximate,0.06657148715770164,5.5276118024332865e-05,0.0665129151521847,0.06662273766252896,-2.001427692634475,0.0008291417703649369,-2.002306272717229,-2.0006589350620656,0.0,1.0,1.0,
32,strong_skew,overlap_aware,pgm_fixed_global,approximate,0.0828372420329585,0.004318047228341696,0.07831984184797643,0.08692360553612785,-1.4121307823591798,0.1232882847221359,-1.5427128252063247,-1.2977352935815443,0.0,1.0,0.9981425366373179,
32,strong_skew,overlap_aware,random_support,approximate,0.08280097615479355,0.0042969276115276175,0.07831984184797643,0.08688630979529699,-1.3774255362778849,0.10944171149155552,-1.4921644423770795,-1.2741896926511882,0.0,0.9995678238831758,0.9837624246642704,
32,strong_skew,probability_aware,pgm_fixed_global,approximate,0.0828372420329585,0.004318047228341696,0.07831984184797643,0.08692360553612785,-1.4121307823591798,0.1232882847221359,-1.5427128252063247,-1.2977352935815443,0.0,1.0,0.9981425366373179,
32,strong_skew,random,pgm_fixed_global,approximate,0.0828108900894002,0.004339962517137261,0.07827352332041862,0.08692199084054889,-1.4124580732142291,0.12356766246647226,-1.543302863481569,-1.2977538573720069,0.0,0.9996701174113642,0.9981425366373179,
32,zipf,overlap_aware,equal_support,approximate,0.06646418610556903,0.00015616541842201104,0.0662731905790138,0.0666268272430897,-2.003037208416464,0.002342481276330514,-2.0059021413147926,-2.0005975913536536,0.0,0.9999999999999998,0.9999999999999999,
32,zipf,overlap_aware,pgm_fixed_global,approximate,0.07288039425077639,0.007068369243208164,0.0662731905790138,0.08203335512910692,-1.7404527765940836,0.24947623384066617,-2.0059021413147926,-1.4335357972202325,0.0,0.9995730736708343,0.9942988132583157,
32,zipf,overlap_aware,random_support,approximate,0.07286949048690712,0.007080864735181938,0.0662731905790138,0.08204471477553629,-1.6120752786688262,0.13988281454075277,-1.7660747603864615,-1.436200847615837,0.0,0.9994105577950589,0.9513205893256602,
32,zipf,probability_aware,pgm_fixed_global,approximate,0.07287636077048446,0.007066983957879037,0.0662731905790138,0.08203335512910692,-1.7405066565797487,0.24945258313759283,-2.0059021413147926,-1.4335357972202325,0.0,0.9995187670231764,0.9942988132583157,
32,zipf,random,pgm_fixed_global,approximate,0.07281878397676708,0.007042655368480608,0.0662698069079692,0.08200514991576778,-1.7412721697205018,0.2490849446761302,-2.0059528963804616,-1.4338793645274617,0.0,0.9992670472314357,0.9942988132583157,
64,dirichlet,overlap_aware,equal_support,approximate,0.06213128290558819,1.6887379556905084e-05,0.062112393544000076,0.06215224379979393,-1.6725661401772554,0.000270198072910412,-1.6728683699626652,-1.6722307658699638,0.0,0.9999999999999999,1.0,
64,dirichlet,overlap_aware,pgm_fixed_global,approximate,0.0628006812789224,0.00031724357208810425,0.062453612973818906,0.06311074058900151,-1.6017296912610046,0.004060933103676422,-1.6064684543000713,-1.59661464789089,0.0,0.9998566843726896,0.9840130548488637,
64,dirichlet,overlap_aware,random_support,approximate,0.06271793421473605,0.0003447476034822339,0.06235303075803902,0.0630703945408719,-1.5912350548009349,0.009697399917944636,-1.6010417395798116,-1.5794354374869402,0.0,0.9985350035589491,0.9795468450085555,
64,dirichlet,probability_aware,pgm_fixed_global,approximate,0.06279224992192442,0.0003199788692994713,0.062453612973818906,0.06311074058900151,-1.601863301327353,0.003960192866339548,-1.606617840407015,-1.5969997020493394,0.0,0.9997220162819845,0.9840130548488637,
64,dirichlet,random,pgm_fixed_global,approximate,0.06267166414280685,0.00035549172180464187,0.062297328493661805,0.06302376163328989,-1.6037739541858862,0.003709353912450566,-1.6080865389735228,-1.599317030061988,0.0,0.9978700959531384,0.9840130548488637,
