dataset,M,source_type,source_param,seed,baseline_type,grouping_strategy,R_sup,A_Huff,A_sep,r_sep,epsilon_in,P_base,P_group,P_full,M_res,Delta_P_group,positive_margin
default_benchmark,4,zipf,2.0,1060,equal_support,overlap_aware,0.0,0.0,0.0,,0.0,1.0,1.0,0.9990418861667902,-4.00095811383321,0.0,False
default_benchmark,4,zipf,2.0,1060,random_support,overlap_aware,0.2857142857142857,0.0064358747001712,0.0064358747001712,,0.0,0.9893167354628224,1.0,0.99904188616679,-3.660398641098356,0.010683264537177606,False
default_benchmark,4,dirichlet,0.5,2405,pgm_fixed_global,random,0.2857142857142857,0.0018914852740887,0.0018914852740887,,0.0,0.994192464214112,1.0,0.9996106034832016,-3.6096729999315302,0.005807535785887996,False
default_benchmark,4,dirichlet,0.5,2405,pgm_fixed_global,probability_aware,0.2857142857142857,0.0018914852740887,0.0010801700524663,,0.1249999999999999,0.994192464214112,0.9955109727452616,0.9951568444211688,-3.614126758993563,0.0013185085311495648,False
default_benchmark,4,dirichlet,0.5,2405,pgm_fixed_global,overlap_aware,0.2857142857142857,0.0018914852740887,0.0010801700524663,,0.1249999999999999,0.994192464214112,0.9955109727452616,0.9951568444211688,-3.614126758993563,0.0013185085311495648,False
default_benchmark,4,dirichlet,0.5,2405,equal_support,overlap_aware,0.0,0.0,0.0,,0.0,1.0,1.0,0.9996106034832016,-4.000389396516798,0.0,False
default_benchmark,4,dirichlet,0.5,2405,random_support,overlap_aware,0.4285714285714285,0.0073960911258964,0.0072827086591153,,0.25,0.987599487192606,0.99737691085428,0.9970081227250512,-3.58170906424944,0.009777423661674,False
default_benchmark,4,dirichlet,2.0,2420,pgm_fixed_global,random,0.2857142857142857,0.0031126346534464,0.0031123456495533,,2.794175620197076e-06,0.9898138290784156,0.9999995971191664,0.998248508322768,-3.74404203111534,0.010185768040750776,False
default_benchmark,4,dirichlet,2.0,2420,pgm_fixed_global,probability_aware,0.2857142857142857,0.0031126346534464,2.8900389308474453e-07,,0.1249999999999999,0.9898138290784156,0.9898142523919454,0.9882559884175772,-3.754034551020531,4.2331352978486336e-07,False
default_benchmark,4,dirichlet,2.0,2420,pgm_fixed_global,overlap_aware,0.2857142857142857,0.0031126346534464,2.8900389308474453e-07,,0.1249999999999999,0.9898138290784156,0.9898142523919454,0.9882559884175772,-3.754034551020531,4.2331352978486336e-07,False
default_benchmark,4,dirichlet,2.0,2420,equal_support,overlap_aware,0.0,0.0,0.0,,0.0,1.0,1.0,0.998361711359016,-4.001638288640984,0.0,False
default_benchmark,4,dirichlet,2.0,2420,random_support,overlap_aware,0.3571428571428571,0.0102142970573898,0.0059099213423254,,0.1249999999999999,0.9741856783803692,0.983305881464228,0.9817987507236434,-3.685615858486997,0.009120203083858858,False
default_benchmark,4,near_uniform,0.04,3044,pgm_fixed_global,random,0.0,0.0,0.0,,0.0,1.0,0.9999999999999998,0.9961438031201404,-4.00385619687986,-2.220446049250313e-16,False
default_benchmark,4,near_uniform,0.04,3044,pgm_fixed_global,probability_aware,0.0,0.0,0.0,,0.0,1.0,0.9999999999999998,0.9961438031201404,-4.00385619687986,-2.220446049250313e-16,False
default_benchmark,4,near_uniform,0.04,3044,pgm_fixed_global,overlap_aware,0.0,0.0,0.0,,0.0,1.0,0.9999999999999998,0.9961438031201404,-4.00385619687986,-2.220446049250313e-16,False
default_benchmark,4,near_uniform,0.04,3044,equal_support,overlap_aware,0.0,0.0,0.0,,0.0,1.0,1.0,0.9961438031201404,-4.00385619687986,0.0,False
default_benchmark,4,near_uniform,0.04,3044,random_support,overlap_aware,0.1666666666666666,0.03060364457955,0.015053728064901,,0.2499999999999998,0.9268539079783612,0.9665954155003972,0.9630016628554516,-3.671267877036354,0.03974150752203598,False
default_benchmark,4,strong_skew,0.75,4115,pgm_fixed_global,random,0.2142857142857142,0.0039066759635399,4.2596353996924435e-07,,0.0624999999999999,0.9940693513961472,0.9940700118197796,0.9928071787314507,-3.6876026840920746,6.60423632448115e-07,False
default_benchmark,4,strong_skew,0.75,4115,pgm_fixed_global,probability_aware,0.2142857142857142,0.0039066759635399,0.0039066759635399,,0.0,0.9940693513961472,1.0,0.99869057776128,-3.6817192850622456,0.005930648603852839,False
default_benchmark,4,strong_skew,0.75,4115,pgm_fixed_global,overlap_aware,0.2142857142857142,0.0039066759635399,0.0039066759635399,,0.0,0.9940693513961472,1.0,0.99869057776128,-3.6817192850622456,0.005930648603852839,False
default_benchmark,4,strong_skew,0.75,4115,equal_support,overlap_aware,0.0,0.0,0.0,,0.0,1.0,1.0,0.99869057776128,-4.0013094222387195,0.0,False
default_benchmark,4,strong_skew,0.75,4115,random_support,overlap_aware,0.2142857142857142,0.0053854928329413,0.0053854928329413,,0.0,0.9917653883280102,1.0,0.99869057776128,-3.670871458949767,0.0082346116719898,False
default_benchmark,8,zipf,0.2,1082,pgm_fixed_global,random,0.0,0.0,0.0,,0.0,1.0,1.0,0.9954364085510652,-3.004563591448935,0.0,False
default_benchmark,8,zipf,0.2,1082,pgm_fixed_global,probability_aware,0.0,0.0,0.0,,0.0,1.0,1.0,0.9955353262165832,-3.004464673783417,0.0,False
default_benchmark,8,zipf,0.2,1082,pgm_fixed_global,overlap_aware,0.0,0.0,0.0,,0.0,1.0,1.0,0.9955353262165832,-3.004464673783417,0.0,False
default_benchmark,8,zipf,0.2,1082,equal_support,overlap_aware,0.0,0.0,0.0,,0.0,1.0,0.9999999999999998,0.9955353262165828,-3.004464673783417,-2.220446049250313e-16,False
default_benchmark,8,zipf,0.2,1082,random_support,overlap_aware,0.125,0.0287493572529245,0.0255471651467421,,0.2499999999999999,0.865678030760552,0.98484191262963,0.9804963288664086,-2.482215794175799,0.11916388186907789,False
default_benchmark,8,zipf,1.0,1090,pgm_fixed_global,random,0.1111111111111111,0.0020234343466893,0.0020028245499889,,0.0009134361792051,0.9901999176245702,0.9999320813020512,0.9971348217930404,-2.8585582141435433,0.009732163677481087,False
